,o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
9266,32310,Amazon/images/51cXD4UwxeL.jpg,Amazon/images/41C78CXSD5L.jpg,2,11,10
9267,30933,Amazon/images/41LWUaHEEVL.jpg,Amazon/images/41P3BQMua8L.jpg,2,4,8
9311,41013,Amazon/images/413pL8VCiuL.jpg,Amazon/images/517ZFeByf5L.jpg,3,5,10
9330,32615,Amazon/images/41GLps1MQ1L.jpg,Amazon/images/41OqzzS0osL.jpg,2,4,8
9339,29868,Amazon/images/4136%2BefjvOL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
9340,28682,Amazon/images/413AFq8COGL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
9345,36340,Amazon/images/51JxVJ-8O7L.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,11,8
9352,29716,Amazon/images/51YPU4yiHfL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,3,10
9357,41767,Amazon/images/51n8uB2zQZL.jpg,Amazon/images/41fEM6NlbmL.jpg,3,5,10
9359,25629,Amazon/images/51N9bKBudwL.jpg,Amazon/images/4182ZwGiNXL.jpg,3,5,10
9371,29689,Amazon/images/41FC1T66VqL.jpg,Amazon/images/419gCnFEHvL.jpg,6,5,10
9374,23331,Amazon/images/414Z%2BmeUE0L.jpg,Amazon/images/41czTuLOQvL.jpg,"2,3",5,10
9383,28963,Amazon/images/510C7k3wmGL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,4,10
9384,42797,Amazon/images/4106u-zm4QL.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
9385,28230,Amazon/images/51Kl%2BxhrehL.jpg,Amazon/images/414Prd71XlL.jpg,3,5,8
9396,37223,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41fEM6NlbmL.jpg,3,5,10
9423,33839,Amazon/images/41rYh40XtfL.jpg,Amazon/images/31ka0r7juWL.jpg,"6,3",5,10
9424,26134,Amazon/images/51zNsu6xWAL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,3,10
9440,42377,Amazon/images/4116YET-7dL.jpg,Amazon/images/41Z4XVHbWPL.jpg,6,5,10
9446,29139,Amazon/images/41wtGe2OzjL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
9447,36702,Amazon/images/41xuZV4rPvL.jpg,Amazon/images/31ka0r7juWL.jpg,6,5,10
9449,34384,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41edUpaPIDL.jpg,6,5,10
9453,19347,Amazon/images/41DyRlILK2L.jpg,Amazon/images/41AN-y8OE2L.jpg,"2,3",5,10
9457,24533,Amazon/images/410D-BTM1gL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,11,10
9470,37745,Amazon/images/413pL8VCiuL.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
9478,28977,Amazon/images/41AF6f75AxL.jpg,Amazon/images/41YdncyDatL.jpg,6,5,10
9484,32292,Amazon/images/41d-PHHF1rL.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
9504,24183,Amazon/images/41Pio%2B7IPkL.jpg,Amazon/images/31MqQDveXbL.jpg,2,3,10
9514,35190,Amazon/images/41lRFMl7qdL.jpg,Amazon/images/41Isz0EpciL.jpg,2,11,10
9521,33420,Amazon/images/41pvguUNUYL.jpg,Amazon/images/41c7JBORXnL.jpg,2,4,10
9537,36908,Amazon/images/41CiVlmKmHL.jpg,Amazon/images/31ka0r7juWL.jpg,"6,3",5,10
9540,37884,Amazon/images/41SMXMvZUYL.jpg,Amazon/images/41P8LFbvwrL.jpg,2,4,10
9554,35121,Amazon/images/41sU-YZAGIL.jpg,Amazon/images/41LwbwGME6L.jpg,3,5,10
9556,42370,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/41EvLd1M9oL.jpg,3,5,10
9590,36468,Amazon/images/41yhZcQltbL.jpg,Amazon/images/417ZNbmNnGL.jpg,2,11,10
9607,35792,Amazon/images/41SrGTlrFfL.jpg,Amazon/images/41i6lhmTu7L.jpg,"6,3",5,10
9633,27433,Amazon/images/51P77wwNXuL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
9640,33227,Amazon/images/41uKLicSMJL.jpg,Amazon/images/41Gq3tnkJpL.jpg,6,5,10
9641,42091,Amazon/images/41-Jmhst6cL.jpg,Amazon/images/41EvLd1M9oL.jpg,2,11,10
9643,24543,Amazon/images/51etFnoWDKL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
9646,36726,Amazon/images/41KWaW944hL.jpg,Amazon/images/41%2BVxtfS66L.jpg,3,5,10
9651,39285,Amazon/images/41Vt1ddqNfL.jpg,Amazon/images/31YWPyylsxL.jpg,2,11,10
9653,31924,Amazon/images/41wVRdej4-L.jpg,Amazon/images/41UNCeJq7JL.jpg,"6,3",5,10
9656,39111,Amazon/images/41OE0fyEqiL.jpg,Amazon/images/31ka0r7juWL.jpg,"6,3",5,10
9703,42253,Amazon/images/41WXlZoxwvL.jpg,Amazon/images/41lCEtKaUXL.jpg,6,5,10
9712,32881,Amazon/images/41rD1VO1qgL.jpg,Amazon/images/41MAkhEnSlL.jpg,6,5,10
9722,39584,Amazon/images/41MOfObzduL.jpg,Amazon/images/517ZFeByf5L.jpg,2,11,10
9726,37437,Amazon/images/41Zz7Zn8lBL.jpg,Amazon/images/41H8y9VoDdL.jpg,2,11,10
9731,34827,Amazon/images/41SrGTlrFfL.jpg,Amazon/images/41edUpaPIDL.jpg,"6,3",5,10
9744,42544,Amazon/images/41hHnr5mPgL.jpg,Amazon/images/41LwbwGME6L.jpg,2,11,10
9754,31085,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/41YnNR5WVkL.jpg,3,5,10
9756,32364,Amazon/images/51yE2EEO4bL.jpg,Amazon/images/41H8y9VoDdL.jpg,2,11,10
9770,33121,Amazon/images/41Y%2BZnsR6lL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
9776,39694,Amazon/images/41J02h2Dc5L.jpg,Amazon/images/41UzxTofC4L.jpg,2,4,8
9777,28094,Amazon/images/51N9bKBudwL.jpg,Amazon/images/41SlSsQcv2L.jpg,3,5,1
9783,41570,Amazon/images/41oFN4q84GL.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
9790,36765,Amazon/images/417IKQM5SNL.jpg,Amazon/images/518cEfz0EeL.jpg,2,4,10
9798,29483,Amazon/images/419j6%2BcOJJL.jpg,Amazon/images/41yU8P5S7xL.jpg,3,5,8
9805,35819,Amazon/images/41QgBs54vmL.jpg,Amazon/images/31ka0r7juWL.jpg,"6,3",5,10
9813,29851,Amazon/images/51CQGBBTuJL.jpg,Amazon/images/517n3D2PVRL.jpg,6,5,10
9814,29870,Amazon/images/41CHUGFIwgL.jpg,Amazon/images/414Prd71XlL.jpg,2,4,8
9819,24040,Amazon/images/41L6vLXoHnL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
9823,26140,Amazon/images/41pXhvaZCTL.jpg,Amazon/images/41ULoeb0BRL.jpg,6,5,8
9825,35427,Amazon/images/41HmesL9RKL.jpg,Amazon/images/31ka0r7juWL.jpg,6,5,10
9836,24764,Amazon/images/61aDtqICWiL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
9845,28295,Amazon/images/51N9bKBudwL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
9847,33041,Amazon/images/41aqqQtoBhL.jpg,Amazon/images/41VUr5J-bQL.jpg,2,4,10
9862,24946,Amazon/images/41R3mtV5fFL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,4,10
9866,28142,Amazon/images/51u2LqsEqwL.jpg,Amazon/images/41EF8EMZgML.jpg,6,5,10
9868,37519,Amazon/images/41SD2SF55CL.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
9870,41608,Amazon/images/51USyCseVxL.jpg,Amazon/images/41YnNR5WVkL.jpg,3,5,10
9885,39320,Amazon/images/41LM-flWpeL.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
9891,42844,Amazon/images/41M9EdCF6oL.jpg,Amazon/images/41%2BVxtfS66L.jpg,3,5,10
9899,37108,Amazon/images/51n8uB2zQZL.jpg,Amazon/images/412Eur00OrL.jpg,"6,3",5,10
9912,25788,Amazon/images/51mXzjn90DL.jpg,Amazon/images/41j5wjiQuQL.jpg,3,5,10
9926,40334,Amazon/images/41MOfObzduL.jpg,Amazon/images/41Ruhs5fgAL.jpg,2,11,10
9930,35705,Amazon/images/41X6HFin7BL.jpg,Amazon/images/31YWPyylsxL.jpg,2,4,10
9938,31146,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/418Xl21lrXL.jpg,3,5,8
9952,39608,Amazon/images/41zRvM41-rL.jpg,Amazon/images/41Ruhs5fgAL.jpg,2,11,10
9961,39452,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/31ka0r7juWL.jpg,3,5,10
9973,25032,Amazon/images/41ZymFMwW4L.jpg,Amazon/images/414Prd71XlL.jpg,2,4,8
9987,34275,Amazon/images/51V5LW16WwL.jpg,Amazon/images/31ka0r7juWL.jpg,"6,3",5,10
10000,33992,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41WBw8cSniL.jpg,6,5,10
10008,35095,Amazon/images/418rul8hlJL.jpg,Amazon/images/41tlxfCZ-mL.jpg,2,4,6
10014,32686,Amazon/images/41J5Z%2BOYONL.jpg,Amazon/images/41WBw8cSniL.jpg,3,5,10
10015,28983,Amazon/images/41JneIM-cYL.jpg,Amazon/images/41EF8EMZgML.jpg,2,4,10
10019,25415,Amazon/images/41XEPyZOphL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
10020,39410,Amazon/images/41-NmsSnY8L.jpg,Amazon/images/31YWPyylsxL.jpg,3,5,10
10022,33866,Amazon/images/51V5LW16WwL.jpg,Amazon/images/41Ua1KX6wCL.jpg,6,5,8
10027,34553,Amazon/images/41B8xnfG0DL.jpg,Amazon/images/41jOewx574L.jpg,3,5,10
10033,34058,Amazon/images/41sCDcLwVlL.jpg,Amazon/images/31YWPyylsxL.jpg,2,4,10
10036,33002,Amazon/images/419E%2BPmab-L.jpg,Amazon/images/41B8yFjvJdL.jpg,2,3,10
10041,26446,Amazon/images/51w9oRDrdsL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
10046,42628,Amazon/images/418Mqvgc07L.jpg,Amazon/images/41eegePLgHL.jpg,3,5,10
10050,33090,Amazon/images/51DZ21Yl4bL.jpg,Amazon/images/41yiI2O1lBL.jpg,3,5,10
10066,23309,Amazon/images/41Lw3FCNn5L.jpg,Amazon/images/41czTuLOQvL.jpg,2,11,10
10074,31270,Amazon/images/41HyfejhFsL.jpg,Amazon/images/418Xl21lrXL.jpg,2,4,8
10075,28812,Amazon/images/51O2eyMPH1L.jpg,Amazon/images/41sDNOrG%2B2L.jpg,3,5,10
10076,24650,Amazon/images/41cAsQdgzIL.jpg,Amazon/images/414vK-PXiuL.jpg,"2,3",5,10
10078,29395,Amazon/images/41kYIOZw68L.jpg,Amazon/images/414Prd71XlL.jpg,2,3,8
10082,41162,Amazon/images/41TQD0eKMxL.jpg,Amazon/images/41Isz0EpciL.jpg,2,4,10
10096,31102,Amazon/images/41qFqzWggxL.jpg,Amazon/images/412-eweLbML.jpg,6,5,10
10100,18415,Amazon/images/41zPSjOEM7L.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
10122,25170,Amazon/images/41uqaG9YUoL.jpg,Amazon/images/41SPRHiarSL.jpg,6,5,10
10125,26609,Amazon/images/61-gQWxkyRL.jpg,Amazon/images/41nhrpbqcLL.jpg,6,5,10
10136,42468,Amazon/images/41o8UrTJKOL.jpg,Amazon/images/41EvLd1M9oL.jpg,2,11,10
10137,28029,Amazon/images/51etFnoWDKL.jpg,Amazon/images/41YdncyDatL.jpg,6,5,10
10138,39871,Amazon/images/41%2BCnmtXZgL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
10151,33462,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/31ka0r7juWL.jpg,6,5,10
10154,33935,Amazon/images/410nNFpo9xL.jpg,Amazon/images/41Gq3tnkJpL.jpg,3,5,10
10164,25663,Amazon/images/419j6%2BcOJJL.jpg,Amazon/images/41SPRHiarSL.jpg,3,5,10
10166,28344,Amazon/images/41DqmRXZrOL.jpg,Amazon/images/31ZKv1DIcDL.jpg,6,5,10
10167,29935,Amazon/images/413AFq8COGL.jpg,Amazon/images/41QUqtDNIkL.jpg,6,5,10
10168,33052,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41WBw8cSniL.jpg,3,5,10
10170,36569,Amazon/images/4120PmYyiGL.jpg,Amazon/images/41%2BVxtfS66L.jpg,3,5,10
10175,25549,Amazon/images/41bCnqPePTL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
10208,35009,Amazon/images/41eymQ9mHML.jpg,Amazon/images/31YWPyylsxL.jpg,2,11,10
10213,39218,Amazon/images/41thhHO72pL.jpg,Amazon/images/31YWPyylsxL.jpg,2,11,10
10216,26227,Amazon/images/41gJksDzcbL.jpg,Amazon/images/413YvtgV2FL.jpg,6,5,10
10227,25728,Amazon/images/41%2BdAusFIwL.jpg,Amazon/images/41j5wjiQuQL.jpg,2,4,10
10229,42191,Amazon/images/41Mxji%2BuWmL.jpg,Amazon/images/41Z4XVHbWPL.jpg,2,4,10
10235,24009,Amazon/images/41%2Bg93gJyFL.jpg,Amazon/images/41buzrITqKL.jpg,3,5,8
10241,31814,Amazon/images/41NXEudfZQL.jpg,Amazon/images/41%2B%2BpJyhuCL.jpg,2,4,10
10242,25574,Amazon/images/51-BJvl4HlL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,3,10
10256,24808,Amazon/images/4101WzY8NAL.jpg,Amazon/images/41QDfkfHEkL.jpg,"6,3",5,10
10257,30945,Amazon/images/41J4e5deAbL.jpg,Amazon/images/41JdX56RwYL.jpg,"2,3",5,10
10261,31243,Amazon/images/41Mx3VPlFtL.jpg,Amazon/images/41EvLd1M9oL.jpg,6,5,10
10264,29119,Amazon/images/51AVRfEsbSL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
10266,28323,Amazon/images/51zNsu6xWAL.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,3,10
10267,25197,Amazon/images/51N9bKBudwL.jpg,Amazon/images/41j5wjiQuQL.jpg,3,5,10
10273,30140,Amazon/images/41JJ1G-mMkL.jpg,Amazon/images/410mLyzHkFL.jpg,2,11,10
10275,39559,Amazon/images/5121aVIlkwL.jpg,Amazon/images/41%2BVxtfS66L.jpg,2,3,10
10277,27824,Amazon/images/41YVIuGrxqL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,3,5,1
10282,25057,Amazon/images/41cAsQdgzIL.jpg,Amazon/images/411tFNX%2B51L.jpg,"2,3",5,10
10283,24546,Amazon/images/41St6v8lSZL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
10284,26659,Amazon/images/41gRbQMKJBL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
10289,36818,Amazon/images/412sxQtYFiL.jpg,Amazon/images/41P8LFbvwrL.jpg,"2,3",5,10
10300,39737,Amazon/images/51ZDnbhIszL.jpg,Amazon/images/41WBw8cSniL.jpg,2,4,10
10308,35601,Amazon/images/41MY7TSnscL.jpg,Amazon/images/410m2e4YTLL.jpg,3,5,10
10310,40049,Amazon/images/41eWKUZai6L.jpg,Amazon/images/31Ry8eNBUaL.jpg,2,3,10
10312,36288,Amazon/images/41SD2SF55CL.jpg,Amazon/images/410m2e4YTLL.jpg,6,5,10
10314,30032,Amazon/images/416lJCJUnvL.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
10315,42738,Amazon/images/519-CR2FbIL.jpg,Amazon/images/41eegePLgHL.jpg,3,5,10
10317,32470,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/41qkVyC-qEL.jpg,2,4,10
10320,40228,Amazon/images/41MCd2JkLfL.jpg,Amazon/images/41Ruhs5fgAL.jpg,2,4,10
10322,32206,Amazon/images/41wDLzifCeL.jpg,Amazon/images/41YvIFSYD6L.jpg,3,5,8
10329,32303,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/31YWPyylsxL.jpg,2,3,10
10352,24794,Amazon/images/51Kl%2BxhrehL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
10353,32880,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
10354,33509,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/41Ua1KX6wCL.jpg,3,5,8
10355,39231,Amazon/images/416S6YyFSpL.jpg,Amazon/images/41Ruhs5fgAL.jpg,2,4,10
10357,36593,Amazon/images/41x8JeBBUXL.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
10358,30639,Amazon/images/415AMvnPXOL.jpg,Amazon/images/41EvLd1M9oL.jpg,3,5,10
10365,30001,Amazon/images/41HoZ39JShL.jpg,Amazon/images/41AZ3nCwX2L.jpg,2,5,8
10369,36190,Amazon/images/31Gj5ur4TTL.jpg,Amazon/images/41WBw8cSniL.jpg,2,4,10
10371,27170,Amazon/images/51O2eyMPH1L.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
10379,41955,Amazon/images/51Aa-ukPkcL.jpg,Amazon/images/41qkVyC-qEL.jpg,2,4,10
10385,34683,Amazon/images/41ndasO1tHL.jpg,Amazon/images/31ka0r7juWL.jpg,2,11,10
10387,36884,Amazon/images/41MYtxYqO%2BL.jpg,Amazon/images/41wIbO8Bq7L.jpg,3,5,10
10404,24663,Amazon/images/41XashYEVcL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
10408,32479,Amazon/images/41hK6%2BVDPML.jpg,Amazon/images/41AZ3nCwX2L.jpg,2,4,8
10414,39843,Amazon/images/51fDZkmHaDL.jpg,Amazon/images/41UzxTofC4L.jpg,2,11,8
10415,35397,Amazon/images/41SrGTlrFfL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
10420,36196,Amazon/images/51Hx0hFgB6L.jpg,Amazon/images/41%2BVxtfS66L.jpg,"2,3",3,10
10421,41781,Amazon/images/41Mxji%2BuWmL.jpg,Amazon/images/41qkVyC-qEL.jpg,2,4,10
10423,34302,Amazon/images/41A9GJDExuL.jpg,Amazon/images/41jOewx574L.jpg,2,11,10
10434,39924,Amazon/images/41Z35JoLivL.jpg,Amazon/images/41LTqT%2BtPHL.jpg,6,5,10
10436,28643,Amazon/images/61eveGXYofL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
10440,24121,Amazon/images/51Bth-upZ2L.jpg,Amazon/images/41yqbdgEIeL.jpg,6,5,10
10443,25674,Amazon/images/513sOdimduL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
10444,26269,Amazon/images/4173-JEkr0L.jpg,Amazon/images/41PKgzpBBBL.jpg,"2,3",5,10
10448,32027,Amazon/images/41nVzpLnfgL.jpg,Amazon/images/41vPU2f3iCL.jpg,3,5,8
10450,26790,Amazon/images/41w%2BZcy-VtL.jpg,Amazon/images/41nhrpbqcLL.jpg,3,5,10
10456,35447,Amazon/images/41krmmjHNnL.jpg,Amazon/images/41i6lhmTu7L.jpg,6,5,10
10457,41214,Amazon/images/41thhHO72pL.jpg,Amazon/images/41Isz0EpciL.jpg,2,11,10
10458,42617,Amazon/images/41rh5OREVnL.jpg,Amazon/images/41RDkv-AJcL.jpg,3,5,10
10461,27470,Amazon/images/41zSgJcCZuL.jpg,Amazon/images/415uEMF9eZL.jpg,2,11,10
10462,26839,Amazon/images/4101WzY8NAL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
10467,40503,Amazon/images/41wMp4856gL.jpg,Amazon/images/41qkVyC-qEL.jpg,3,5,10
10480,24561,Amazon/images/51HkuvZrBBL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
10498,27351,Amazon/images/51Kl%2BxhrehL.jpg,Amazon/images/41nIHiljUfL.jpg,3,5,8
10501,28809,Amazon/images/411W8LRV2gL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
10506,25140,Amazon/images/51v1Iyfj7PL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,4,10
10509,26576,Amazon/images/41h%2BAnAFyAL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,3,10
10510,31599,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41EvLd1M9oL.jpg,6,5,10
10517,28590,Amazon/images/41zSgJcCZuL.jpg,Amazon/images/41YdncyDatL.jpg,2,11,10
10526,30335,Amazon/images/41GLps1MQ1L.jpg,Amazon/images/41YnNR5WVkL.jpg,2,4,10
10528,33833,Amazon/images/418cFerUSrL.jpg,Amazon/images/41eegePLgHL.jpg,2,4,10
10538,29864,Amazon/images/51-BJvl4HlL.jpg,Amazon/images/419gCnFEHvL.jpg,2,3,10
10543,28864,Amazon/images/41R3mtV5fFL.jpg,Amazon/images/41YdncyDatL.jpg,2,4,10
10544,31444,Amazon/images/41q-ZthhoxL.jpg,Amazon/images/41%2BVxtfS66L.jpg,"2,3",5,10
10546,29440,Amazon/images/41Kd4ZdvXqL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
10559,30689,Amazon/images/51cuOPcqSKL.jpg,Amazon/images/41EvLd1M9oL.jpg,2,11,10
10561,25252,Amazon/images/51aUZiuwP6L.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
10575,28621,Amazon/images/415eHniNSHL.jpg,Amazon/images/41sDNOrG%2B2L.jpg,6,5,10
10579,39951,Amazon/images/41WIEQm%2BIQL.jpg,Amazon/images/41B8yFjvJdL.jpg,2,4,10
10580,37615,Amazon/images/41J02h2Dc5L.jpg,Amazon/images/412Eur00OrL.jpg,2,4,10
10586,29568,Amazon/images/51YPU4yiHfL.jpg,Amazon/images/41YSHdiROIL.jpg,2,3,10
10591,42071,Amazon/images/51-bh3w890L.jpg,Amazon/images/41UNCeJq7JL.jpg,2,11,10
10597,42730,Amazon/images/51Rg1mOmT-L.jpg,Amazon/images/41EvLd1M9oL.jpg,3,5,10
10605,24227,Amazon/images/41gCsuywJaL.jpg,Amazon/images/41czTuLOQvL.jpg,3,5,10
10612,31260,Amazon/images/41IJ9yo-Q2L.jpg,Amazon/images/41B8yFjvJdL.jpg,2,4,10
10613,32700,Amazon/images/41LWUaHEEVL.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
10614,36056,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
10616,31929,Amazon/images/41xtOb1c3UL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
10620,27037,Amazon/images/51Kl%2BxhrehL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
10632,34222,Amazon/images/5131Wz8yUgL.jpg,Amazon/images/41edUpaPIDL.jpg,3,5,10
10635,28283,Amazon/images/41y5ggTRlSL.jpg,Amazon/images/41EF8EMZgML.jpg,2,4,10
10636,29611,Amazon/images/41gXJHmHFyL.jpg,Amazon/images/419gCnFEHvL.jpg,2,4,10
10639,24878,Amazon/images/41iZSaZqV3L.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
10641,30717,Amazon/images/41VQTQMJOrL.jpg,Amazon/images/416mD8xhviL.jpg,2,4,10
10642,41803,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/41qkVyC-qEL.jpg,3,5,10
10643,39678,Amazon/images/51afTR4BoZL.jpg,Amazon/images/41B8yFjvJdL.jpg,2,11,10
10646,34194,Amazon/images/41x0cG2jMTL.jpg,Amazon/images/416mD8xhviL.jpg,2,4,10
10656,30767,Amazon/images/41taJ875FAL.jpg,Amazon/images/31ka0r7juWL.jpg,2,11,10
10658,33288,Amazon/images/411B9TGijFL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,11,10
10662,39973,Amazon/images/41PDw6HPk%2BL.jpg,Amazon/images/518cEfz0EeL.jpg,3,5,10
10663,41367,Amazon/images/41S4BfBdyVL.jpg,Amazon/images/31ka0r7juWL.jpg,3,5,10
10674,32519,Amazon/images/41RdW8QlHVL.jpg,Amazon/images/41JLqXo92XL.jpg,2,5,10
10689,31312,Amazon/images/41Bwuwxk4bL.jpg,Amazon/images/41Rfob0qijL.jpg,6,5,10
10690,30666,Amazon/images/416XOQ6MLYL.jpg,Amazon/images/416mD8xhviL.jpg,2,4,10
10691,35082,Amazon/images/317eZEIDTkL.jpg,Amazon/images/41Isz0EpciL.jpg,2,3,10
10695,40713,Amazon/images/4189u5by2%2BL.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
10698,42110,Amazon/images/412sxQtYFiL.jpg,Amazon/images/41EvLd1M9oL.jpg,3,5,10
10701,41723,Amazon/images/41YpL3w0HwL.jpg,Amazon/images/41Isz0EpciL.jpg,6,5,10
10704,28782,Amazon/images/41QdKUS39gL.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
10708,30243,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/41EvLd1M9oL.jpg,3,5,10
10715,31678,Amazon/images/41YPi%2BXl-PL.jpg,Amazon/images/41UNCeJq7JL.jpg,2,11,10
10719,34249,Amazon/images/41rMASnLe8L.jpg,Amazon/images/41edUpaPIDL.jpg,2,4,10
10722,33123,Amazon/images/41hXmJSHQwL.jpg,Amazon/images/410m2e4YTLL.jpg,2,3,10
10723,36151,Amazon/images/41qOU0f6-mL.jpg,Amazon/images/41eag5FLtCL.jpg,2,11,6
10726,34251,Amazon/images/415vjMgsJsL.jpg,Amazon/images/41fEM6NlbmL.jpg,2,3,10
10733,40366,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
10747,42287,Amazon/images/41fXABGJ1ZL.jpg,Amazon/images/41UNCeJq7JL.jpg,"1,6",5,10
10750,40623,Amazon/images/41HyO3j2KWL.jpg,Amazon/images/41plND4am0L.jpg,2,11,10
10759,32940,Amazon/images/51%2Bsqh1IpNL.jpg,Amazon/images/41plND4am0L.jpg,2,4,10
10760,29900,Amazon/images/41JiYve6kmL.jpg,Amazon/images/419gCnFEHvL.jpg,3,5,10
10763,30911,Amazon/images/41NXEudfZQL.jpg,Amazon/images/41VUr5J-bQL.jpg,2,4,10
10778,21499,Amazon/images/410YW6ypDuL.jpg,Amazon/images/41n39srVFAL.jpg,6,5,10
10781,29597,Amazon/images/41JneIM-cYL.jpg,Amazon/images/41YdncyDatL.jpg,2,4,10
10786,36859,Amazon/images/513t9i7m%2BWL.jpg,Amazon/images/41YnNR5WVkL.jpg,2,3,10
10788,24358,Amazon/images/413bfvh-HML.jpg,Amazon/images/31MqQDveXbL.jpg,2,4,10
10791,28414,Amazon/images/51d6CJfkYpL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
10797,27950,Amazon/images/41JneIM-cYL.jpg,Amazon/images/41E7EhoW9uL.jpg,2,4,10
10799,34019,Amazon/images/41aOAyhhbPL.jpg,Amazon/images/41edUpaPIDL.jpg,3,5,10
10805,35503,Amazon/images/41kdRfabfVL.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
10806,32888,Amazon/images/41gxh18-M5L.jpg,Amazon/images/41C78CXSD5L.jpg,2,4,10
10808,26059,Amazon/images/51YPU4yiHfL.jpg,Amazon/images/41MedmiQ68L.jpg,2,3,10
10813,25331,Amazon/images/411W8LRV2gL.jpg,Amazon/images/41j5wjiQuQL.jpg,3,5,10
10814,37548,Amazon/images/41gO0%2B7t1XL.jpg,Amazon/images/31X92zCp4AL.jpg,2,4,10
10827,40033,Amazon/images/51aTvnSbIaL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,11,10
